Tarih,Kategori,Ürün,BirimFiyat,Adet,Kanal,Şehir,Tutar
2025-06-07,İçecek,Kahve,39.19,3,Mağaza,Ankara,117.57
2025-04-27,İçecek,Soğuk Kahve,54.02,2,Mağaza,Ankara,108.04
2025-03-24,İçecek,Soğuk Kahve,50.92,2,Mağaza,İstanbul,101.84
2025-02-16,İçecek,Kahve,48.31,1,Mağaza,İzmir,48.31
2025-04-09,Yemek,Burger,145.64,4,Mağaza,İstanbul,582.56
2025-06-19,İçecek,Soğuk Kahve,59.5,1,Mağaza,İstanbul,59.5
2025-01-06,Atıştırmalık,Muffin,36.0,4,Mağaza,İstanbul,144.0
2024-12-20,Tatlı,Cheesecake,101.85,6,Mağaza,Ankara,611.1
2024-12-26,Tatlı,Cheesecake,105.33,3,Mağaza,Bursa,315.99
2024-12-29,İçecek,Soğuk Kahve,52.45,3,Mağaza,İstanbul,157.35
2024-12-01,İçecek,Soğuk Kahve,52.36,1,Mağaza,İstanbul,52.36
2025-03-29,İçecek,Kahve,50.4,2,Mağaza,Ankara,100.8
2025-01-04,Yemek,Makarna,112.44,2,Online,İstanbul,224.88
2025-06-16,Tatlı,Cheesecake,90.73,1,Mağaza,İstanbul,90.73
2025-07-17,İçecek,Limonata,31.0,1,Mağaza,İstanbul,31.0
2025-01-28,Atıştırmalık,Muffin,32.63,1,Online,İstanbul,32.63
2025-02-07,İçecek,Kahve,39.77,1,Mağaza,İstanbul,39.77
2025-05-10,Tatlı,Cheesecake,93.04,1,Mağaza,İstanbul,93.04
2025-07-29,İçecek,Çay,21.12,2,Mağaza,İstanbul,42.24
2025-05-28,Tatlı,Tiramisu,103.05,6,Mağaza,Ankara,618.3
2025-06-24,İçecek,Soğuk Kahve,60.77,1,Mağaza,İstanbul,60.77
2024-12-12,Atıştırmalık,Tost,58.88,4,Online,Antalya,235.52
2025-07-22,İçecek,Kahve,51.32,3,Mağaza,İstanbul,153.96
2024-12-20,Atıştırmalık,Sandviç,79.54,4,Mağaza,İzmir,318.16
2025-05-30,Atıştırmalık,Kurabiye,32.46,5,Mağaza,İzmir,162.3
2025-07-30,İçecek,Çay,22.59,3,Online,İstanbul,67.77
2025-07-04,Atıştırmalık,Sandviç,74.35,2,Online,İzmir,148.7
2025-01-12,Yemek,Salata,134.24,5,Mağaza,İzmir,671.2
2025-04-05,İçecek,Limonata,32.23,2,Mağaza,İstanbul,64.46
2025-07-14,İçecek,Soğuk Kahve,52.45,3,Mağaza,Antalya,157.35
2025-07-05,Atıştırmalık,Sandviç,75.31,5,Mağaza,İstanbul,376.55
2025-01-19,Atıştırmalık,Sandviç,68.42,1,Mağaza,İstanbul,68.42
2024-12-29,İçecek,Soğuk Kahve,60.57,3,Mağaza,İzmir,181.71
2025-06-03,Yemek,Pizza,200.39,4,Online,İstanbul,801.56
2025-01-08,Atıştırmalık,Kurabiye,28.2,5,Mağaza,İzmir,141.0
2025-07-11,Atıştırmalık,Muffin,41.69,3,Mağaza,Bursa,125.07
2025-06-02,Tatlı,Cheesecake,85.15,3,Mağaza,Antalya,255.45
2025-07-27,Yemek,Pizza,171.05,5,Mağaza,Ankara,855.25
2025-05-20,Yemek,Salata,120.65,4,Mağaza,Antalya,482.6
2025-05-27,İçecek,Limonata,32.13,2,Online,İstanbul,64.26
2025-04-30,Yemek,Salata,122.85,4,Mağaza,İstanbul,491.4
2025-05-21,İçecek,Çay,20.47,3,Online,Ankara,61.41
2025-01-07,Tatlı,Tiramisu,100.33,2,Mağaza,Ankara,200.66
2025-02-22,Yemek,Burger,152.42,6,Mağaza,Ankara,914.52
2025-04-30,Atıştırmalık,Sandviç,72.76,6,Mağaza,Ankara,436.56
2025-04-07,Tatlı,Dondurma,56.72,3,Mağaza,İstanbul,170.16
2025-04-05,İçecek,Limonata,32.19,3,Mağaza,Ankara,96.57
2025-01-14,Tatlı,Tiramisu,122.5,5,Mağaza,Antalya,612.5
2025-01-21,İçecek,Çay,22.01,2,Mağaza,Ankara,44.02
2025-02-18,Tatlı,Cheesecake,87.3,4,Online,İstanbul,349.2
2025-05-27,İçecek,Kahve,38.73,3,Mağaza,İzmir,116.19
2025-07-22,Yemek,Makarna,141.88,5,Mağaza,İstanbul,709.4
2025-04-03,Atıştırmalık,Sandviç,72.43,5,Mağaza,İzmir,362.15
2025-03-29,İçecek,Çay,17.61,1,Mağaza,İstanbul,17.61
2024-12-08,Tatlı,Dondurma,61.57,2,Mağaza,İstanbul,123.14
2025-07-30,İçecek,Soğuk Kahve,54.21,1,Mağaza,İstanbul,54.21
2025-02-23,İçecek,Kahve,48.71,3,Mağaza,İstanbul,146.13
2025-04-08,İçecek,Kahve,41.07,3,Mağaza,İzmir,123.21
2024-12-08,Tatlı,Tiramisu,108.45,3,Online,İstanbul,325.35
2025-05-06,Atıştırmalık,Tost,53.81,5,Online,Bursa,269.05
2025-03-06,Yemek,Burger,159.22,2,Mağaza,Ankara,318.44
2025-03-12,Atıştırmalık,Muffin,41.18,3,Mağaza,İstanbul,123.54
2024-12-05,İçecek,Çay,21.42,3,Online,İzmir,64.26
2025-07-27,Tatlı,Cheesecake,100.42,5,Mağaza,Ankara,502.1
2025-02-24,Atıştırmalık,Sandviç,68.39,6,Mağaza,İzmir,410.34
2025-05-24,İçecek,Soğuk Kahve,61.98,2,Online,Ankara,123.96
2025-01-03,Yemek,Pizza,156.94,3,Mağaza,İstanbul,470.82
2025-06-11,Yemek,Makarna,141.83,5,Online,İzmir,709.15
2025-01-24,Yemek,Makarna,118.89,5,Mağaza,İstanbul,594.45
2025-03-29,İçecek,Çay,18.94,2,Mağaza,Ankara,37.88
2025-07-06,Tatlı,Cheesecake,95.55,1,Mağaza,Bursa,95.55
2025-05-20,Atıştırmalık,Muffin,41.22,4,Online,İstanbul,164.88
2025-06-20,Yemek,Pizza,198.28,3,Mağaza,Ankara,594.84
2025-05-07,İçecek,Limonata,35.88,3,Mağaza,İstanbul,107.64
2025-03-24,İçecek,Kahve,43.69,2,Online,İstanbul,87.38
2025-06-28,Atıştırmalık,Tost,68.04,3,Online,Ankara,204.12
2025-04-24,Yemek,Salata,110.87,1,Online,Ankara,110.87
2024-12-26,İçecek,Kahve,49.09,2,Mağaza,İstanbul,98.18
2025-04-15,Atıştırmalık,Sandviç,72.35,3,Online,İstanbul,217.05
2025-01-16,Tatlı,Cheesecake,91.49,1,Mağaza,İzmir,91.49
2025-07-20,Tatlı,Cheesecake,80.79,4,Mağaza,İstanbul,323.16
2025-03-23,Tatlı,Dondurma,59.04,5,Online,İstanbul,295.2
2025-02-14,Yemek,Burger,130.62,3,Mağaza,İzmir,391.86
2025-07-07,Atıştırmalık,Sandviç,61.69,6,Mağaza,Bursa,370.14
2025-02-10,Atıştırmalık,Muffin,33.16,6,Mağaza,İstanbul,198.96
2025-02-27,İçecek,Çay,19.09,3,Online,Bursa,57.27
2025-01-15,İçecek,Limonata,36.2,2,Mağaza,İstanbul,72.4
2025-06-14,İçecek,Limonata,38.54,2,Mağaza,İstanbul,77.08
2025-01-02,Atıştırmalık,Tost,54.3,5,Mağaza,İzmir,271.5
2024-12-01,İçecek,Limonata,34.21,2,Mağaza,Bursa,68.42
2025-04-26,Atıştırmalık,Sandviç,67.73,6,Online,İstanbul,406.38
2024-12-31,Atıştırmalık,Sandviç,70.28,1,Mağaza,İstanbul,70.28
2025-06-26,Tatlı,Cheesecake,103.82,4,Mağaza,İstanbul,415.28
2025-04-21,İçecek,Çay,20.32,3,Online,İstanbul,60.96
2025-01-22,Tatlı,Cheesecake,104.88,5,Mağaza,İzmir,524.4
2025-01-17,Yemek,Pizza,181.0,3,Mağaza,Ankara,543.0
2025-02-07,Yemek,Burger,144.36,4,Mağaza,Ankara,577.44
2025-03-15,Yemek,Salata,117.75,5,Online,Ankara,588.75
2025-02-28,Atıştırmalık,Tost,65.82,4,Mağaza,Bursa,263.28
2025-06-08,Atıştırmalık,Sandviç,78.9,5,Mağaza,İstanbul,394.5
2025-07-08,Atıştırmalık,Kurabiye,31.25,2,Mağaza,İzmir,62.5
2025-06-12,İçecek,Çay,21.92,1,Mağaza,Bursa,21.92
2025-07-30,Tatlı,Cheesecake,82.43,5,Online,İstanbul,412.15
2025-06-10,Atıştırmalık,Muffin,42.63,4,Online,İzmir,170.52
2025-06-16,Tatlı,Cheesecake,86.13,1,Mağaza,İzmir,86.13
2025-02-01,Tatlı,Cheesecake,88.06,6,Mağaza,İstanbul,528.36
2025-02-11,Tatlı,Cheesecake,82.27,2,Online,İstanbul,164.54
2025-05-10,İçecek,Limonata,39.89,1,Mağaza,Ankara,39.89
2025-05-18,İçecek,Çay,22.11,3,Mağaza,Ankara,66.33
2025-02-27,Yemek,Makarna,146.11,2,Online,Ankara,292.22
2025-05-25,Yemek,Salata,132.5,3,Mağaza,İstanbul,397.5
2024-12-13,Tatlı,Tiramisu,109.32,5,Mağaza,İzmir,546.6
2025-02-11,Yemek,Makarna,146.54,2,Mağaza,İstanbul,293.08
2025-02-15,Tatlı,Tiramisu,125.49,6,Online,İstanbul,752.94
2025-05-08,İçecek,Çay,20.02,3,Mağaza,İstanbul,60.06
2025-07-21,İçecek,Limonata,31.59,3,Online,İzmir,94.77
2025-06-21,İçecek,Kahve,47.14,3,Online,İstanbul,141.42
2025-02-06,Atıştırmalık,Sandviç,79.98,1,Online,İstanbul,79.98
2025-03-08,Tatlı,Cheesecake,105.61,6,Online,İstanbul,633.66
2025-04-04,İçecek,Kahve,49.88,2,Mağaza,İstanbul,99.76
2025-03-12,Tatlı,Cheesecake,107.36,3,Online,İstanbul,322.08
2025-07-26,Yemek,Salata,134.18,6,Mağaza,Ankara,805.08
2025-04-11,Yemek,Makarna,140.77,6,Online,İzmir,844.62
2025-03-12,İçecek,Limonata,37.29,3,Mağaza,İzmir,111.87
2024-12-19,Tatlı,Dondurma,55.77,5,Mağaza,Ankara,278.85
2025-06-16,İçecek,Limonata,36.27,3,Mağaza,İstanbul,108.81
2025-07-14,Yemek,Makarna,130.84,5,Online,Antalya,654.2
2025-02-20,İçecek,Limonata,38.8,1,Mağaza,İstanbul,38.8
2025-04-20,Tatlı,Dondurma,59.85,1,Mağaza,İzmir,59.85
2025-07-21,Yemek,Makarna,115.48,5,Online,Bursa,577.4
2024-12-23,Atıştırmalık,Muffin,32.36,5,Mağaza,İzmir,161.8
2025-02-21,Yemek,Burger,147.47,4,Mağaza,İstanbul,589.88
2025-03-19,Atıştırmalık,Kurabiye,30.45,4,Mağaza,İstanbul,121.8
2025-02-13,İçecek,Limonata,33.23,2,Mağaza,İstanbul,66.46
2025-04-08,İçecek,Çay,18.01,3,Mağaza,Ankara,54.03
2025-02-26,Tatlı,Dondurma,59.4,5,Online,Ankara,297.0
2025-01-23,Atıştırmalık,Muffin,33.44,6,Mağaza,İzmir,200.64
2025-06-17,İçecek,Kahve,42.79,2,Mağaza,İstanbul,85.58
2025-02-27,Atıştırmalık,Tost,57.83,1,Mağaza,İzmir,57.83
2025-07-01,İçecek,Çay,19.79,3,Online,İzmir,59.37
2025-04-22,Yemek,Makarna,128.7,5,Mağaza,İstanbul,643.5
2025-02-03,İçecek,Kahve,41.72,2,Mağaza,İstanbul,83.44
2025-02-14,Tatlı,Cheesecake,104.98,2,Mağaza,Ankara,209.96
2025-06-17,Yemek,Pizza,172.2,6,Online,Ankara,1033.2
2025-04-22,Tatlı,Cheesecake,87.29,3,Online,İstanbul,261.87
2025-04-28,Yemek,Salata,108.33,5,Mağaza,İstanbul,541.65
2025-04-26,Atıştırmalık,Muffin,35.98,6,Mağaza,İzmir,215.88
2025-01-29,Tatlı,Dondurma,52.22,4,Mağaza,İstanbul,208.88
2025-03-03,İçecek,Soğuk Kahve,47.29,1,Mağaza,İstanbul,47.29
2025-07-05,Atıştırmalık,Muffin,39.2,4,Mağaza,İzmir,156.8
2025-05-10,İçecek,Limonata,36.25,1,Mağaza,Ankara,36.25
2025-01-18,Yemek,Burger,141.24,1,Mağaza,Ankara,141.24
2025-07-12,Yemek,Burger,151.02,4,Online,Ankara,604.08
2025-07-29,İçecek,Limonata,30.16,1,Mağaza,Ankara,30.16
2025-01-04,İçecek,Limonata,39.58,2,Mağaza,Ankara,79.16
2025-05-21,Atıştırmalık,Sandviç,61.5,4,Mağaza,Antalya,246.0
2025-03-12,İçecek,Çay,21.04,1,Mağaza,İstanbul,21.04
2025-07-06,Tatlı,Cheesecake,84.55,2,Mağaza,İstanbul,169.1
2024-12-11,Tatlı,Cheesecake,105.83,2,Mağaza,İstanbul,211.66
2025-03-09,İçecek,Kahve,45.14,1,Online,İzmir,45.14
2025-06-18,Tatlı,Cheesecake,83.1,4,Online,Ankara,332.4
2025-03-20,İçecek,Kahve,46.58,2,Online,İstanbul,93.16
2025-06-24,Atıştırmalık,Kurabiye,25.58,5,Mağaza,İstanbul,127.9
2025-02-12,Tatlı,Dondurma,64.97,5,Online,İstanbul,324.85
2025-06-12,Tatlı,Dondurma,62.71,1,Mağaza,İstanbul,62.71
2025-05-23,İçecek,Çay,18.28,3,Mağaza,Antalya,54.84
2024-12-09,Tatlı,Dondurma,57.75,5,Mağaza,İzmir,288.75
2024-12-03,Yemek,Makarna,110.8,5,Mağaza,İstanbul,554.0
2025-02-23,Atıştırmalık,Muffin,40.21,2,Online,İstanbul,80.42
2024-12-26,Atıştırmalık,Muffin,35.98,2,Mağaza,İstanbul,71.96
2025-02-10,Tatlı,Tiramisu,112.36,2,Mağaza,İzmir,224.72
2025-01-17,Tatlı,Tiramisu,125.07,3,Mağaza,Ankara,375.21
2025-06-12,Yemek,Salata,112.78,5,Online,Antalya,563.9
2025-06-16,Yemek,Salata,137.65,2,Online,İzmir,275.3
2025-05-05,Tatlı,Dondurma,62.39,2,Mağaza,Ankara,124.78
2025-03-27,Tatlı,Cheesecake,87.65,4,Mağaza,İzmir,350.6
2025-07-09,Yemek,Burger,137.34,6,Online,İzmir,824.04
2025-05-03,İçecek,Kahve,48.25,2,Mağaza,İstanbul,96.5
2025-05-02,Yemek,Pizza,177.11,4,Mağaza,Ankara,708.44
2024-12-12,İçecek,Limonata,30.47,2,Mağaza,Ankara,60.94
2025-04-12,Atıştırmalık,Tost,54.03,2,Mağaza,Ankara,108.06
2025-07-14,Atıştırmalık,Kurabiye,32.62,6,Mağaza,İstanbul,195.72
2025-01-17,Yemek,Pizza,188.01,4,Mağaza,İstanbul,752.04
2025-01-06,İçecek,Çay,20.42,3,Mağaza,İstanbul,61.26
2025-06-25,Yemek,Makarna,117.04,2,Online,İstanbul,234.08
2025-01-13,Yemek,Salata,132.16,1,Mağaza,Bursa,132.16
2025-07-16,İçecek,Kahve,51.22,3,Mağaza,İzmir,153.66
2024-12-15,Yemek,Salata,103.47,4,Mağaza,İzmir,413.88
2025-01-12,Atıştırmalık,Muffin,33.19,1,Mağaza,Ankara,33.19
2025-05-25,Tatlı,Tiramisu,122.7,1,Mağaza,İzmir,122.7
2025-02-25,Tatlı,Tiramisu,120.41,1,Online,Antalya,120.41
2025-02-08,Yemek,Pizza,186.37,3,Mağaza,İstanbul,559.11
2025-01-15,İçecek,Kahve,51.01,3,Mağaza,İzmir,153.03
2025-07-30,İçecek,Kahve,46.98,1,Mağaza,İstanbul,46.98
2025-03-18,Atıştırmalık,Sandviç,64.04,6,Mağaza,Bursa,384.24
2025-04-02,İçecek,Limonata,37.4,2,Online,Bursa,74.8
2025-05-20,İçecek,Çay,20.87,2,Mağaza,Bursa,41.74
2025-07-25,Atıştırmalık,Tost,68.74,2,Online,İstanbul,137.48
2024-12-21,Yemek,Salata,109.7,3,Online,İstanbul,329.1
2025-04-30,Tatlı,Cheesecake,97.79,5,Mağaza,İstanbul,488.95
2025-03-17,Atıştırmalık,Tost,65.04,6,Mağaza,Ankara,390.24
2025-02-18,Yemek,Makarna,123.72,1,Mağaza,Ankara,123.72
2025-01-16,Atıştırmalık,Kurabiye,28.92,1,Online,İstanbul,28.92
2025-03-27,Yemek,Makarna,145.13,6,Mağaza,İzmir,870.78
2025-04-03,Atıştırmalık,Sandviç,67.99,6,Mağaza,İstanbul,407.94
2025-04-22,Yemek,Pizza,186.74,4,Mağaza,Bursa,746.96
2024-12-25,Atıştırmalık,Tost,67.01,2,Mağaza,İstanbul,134.02
2025-01-05,Yemek,Pizza,164.33,6,Online,İstanbul,985.98
2025-06-21,Atıştırmalık,Tost,68.67,6,Mağaza,Ankara,412.02
2025-01-20,Tatlı,Dondurma,63.64,4,Mağaza,Ankara,254.56
2024-12-15,Tatlı,Dondurma,59.93,6,Mağaza,İstanbul,359.58
2025-02-06,İçecek,Kahve,44.07,1,Mağaza,İzmir,44.07
2024-12-21,Yemek,Salata,136.36,5,Mağaza,Ankara,681.8
2025-04-20,Atıştırmalık,Muffin,34.65,5,Mağaza,Bursa,173.25
2025-07-02,Yemek,Salata,113.22,5,Mağaza,Bursa,566.1
2024-12-19,Tatlı,Tiramisu,103.66,6,Mağaza,Ankara,621.96
2025-01-03,Yemek,Makarna,121.77,5,Mağaza,Bursa,608.85
2025-02-16,Atıştırmalık,Muffin,37.64,2,Mağaza,İzmir,75.28
2025-04-04,Yemek,Makarna,149.08,3,Online,Antalya,447.24
2025-06-14,Atıştırmalık,Sandviç,78.16,5,Online,Bursa,390.8
2025-07-28,Tatlı,Tiramisu,104.32,1,Mağaza,İzmir,104.32
2025-03-27,Tatlı,Tiramisu,107.45,6,Mağaza,Ankara,644.7
2025-01-21,Tatlı,Dondurma,63.05,3,Online,İstanbul,189.15
2025-07-26,İçecek,Çay,17.1,1,Mağaza,Bursa,17.1
2024-12-27,Tatlı,Cheesecake,104.12,5,Online,İzmir,520.6
2025-05-06,Yemek,Burger,155.95,2,Online,İstanbul,311.9
2025-07-27,İçecek,Çay,22.14,2,Mağaza,İstanbul,44.28
2025-05-05,Tatlı,Dondurma,57.75,5,Mağaza,İzmir,288.75
2025-01-04,Yemek,Salata,118.63,1,Mağaza,Ankara,118.63
2025-04-15,Yemek,Makarna,110.98,3,Mağaza,İstanbul,332.94
2025-04-23,Yemek,Makarna,126.08,1,Online,İstanbul,126.08
2025-03-16,Atıştırmalık,Kurabiye,29.64,5,Online,İzmir,148.2
2025-05-13,İçecek,Soğuk Kahve,61.72,3,Mağaza,İstanbul,185.16
2025-05-07,Yemek,Makarna,145.37,3,Mağaza,Ankara,436.11
2025-04-25,Atıştırmalık,Tost,68.39,2,Mağaza,İzmir,136.78
2024-12-02,Tatlı,Cheesecake,105.98,5,Mağaza,İzmir,529.9
2025-05-26,Yemek,Makarna,110.82,1,Mağaza,İstanbul,110.82
2025-02-15,Atıştırmalık,Kurabiye,31.27,6,Online,İstanbul,187.62
2025-04-11,Yemek,Salata,104.46,4,Mağaza,Ankara,417.84
2025-02-28,İçecek,Soğuk Kahve,51.25,1,Mağaza,İzmir,51.25
2025-02-27,İçecek,Limonata,35.82,1,Mağaza,İstanbul,35.82
2025-03-04,Tatlı,Tiramisu,116.62,2,Mağaza,İstanbul,233.24
2025-06-21,Yemek,Burger,146.49,1,Mağaza,Bursa,146.49
2024-12-07,Atıştırmalık,Kurabiye,25.94,3,Mağaza,Antalya,77.82
2025-03-05,Tatlı,Cheesecake,83.7,4,Mağaza,Ankara,334.8
2025-03-18,Yemek,Makarna,115.51,5,Online,İstanbul,577.55
2025-02-12,Tatlı,Cheesecake,83.36,5,Mağaza,İstanbul,416.8
2025-01-08,Atıştırmalık,Kurabiye,27.1,5,Mağaza,İstanbul,135.5
2025-04-20,Tatlı,Tiramisu,116.22,5,Online,İstanbul,581.1
2025-05-08,Tatlı,Cheesecake,104.43,1,Online,Ankara,104.43
2025-02-09,Tatlı,Cheesecake,92.4,3,Mağaza,Ankara,277.2
2025-06-09,Yemek,Makarna,137.52,2,Mağaza,İstanbul,275.04
2025-01-25,Atıştırmalık,Sandviç,63.7,4,Online,Bursa,254.8
2025-07-29,İçecek,Soğuk Kahve,62.81,2,Mağaza,Ankara,125.62
2025-05-19,Yemek,Burger,133.7,6,Mağaza,Ankara,802.2
2025-06-07,İçecek,Limonata,38.63,3,Mağaza,Antalya,115.89
2025-01-11,İçecek,Soğuk Kahve,62.35,3,Mağaza,Ankara,187.05
2025-06-02,Yemek,Pizza,199.69,3,Mağaza,Bursa,599.07
2025-01-05,Yemek,Burger,121.82,1,Mağaza,İstanbul,121.82
2025-02-22,Atıştırmalık,Kurabiye,31.35,1,Online,İstanbul,31.35
2025-06-14,Atıştırmalık,Sandviç,62.02,6,Online,Ankara,372.12
2025-03-28,Tatlı,Tiramisu,93.69,6,Online,Ankara,562.14
2024-12-07,İçecek,Çay,17.31,1,Mağaza,İstanbul,17.31
2025-01-23,Atıştırmalık,Sandviç,78.74,4,Mağaza,İzmir,314.96
2025-04-08,Tatlı,Cheesecake,106.64,6,Online,İstanbul,639.84
2025-05-21,Atıştırmalık,Kurabiye,27.53,1,Mağaza,İzmir,27.53
2025-03-30,Yemek,Pizza,182.54,5,Mağaza,Ankara,912.7
2025-05-22,Atıştırmalık,Kurabiye,34.1,1,Mağaza,İzmir,34.1
2025-03-16,İçecek,Soğuk Kahve,54.95,2,Mağaza,Ankara,109.9
2025-01-16,Atıştırmalık,Tost,58.08,1,Mağaza,Antalya,58.08
2025-04-02,İçecek,Limonata,34.82,2,Mağaza,İstanbul,69.64
2025-04-20,Yemek,Makarna,141.32,5,Online,Antalya,706.6
2025-03-29,İçecek,Soğuk Kahve,54.63,2,Mağaza,İstanbul,109.26
2025-04-29,Atıştırmalık,Sandviç,75.95,5,Online,İzmir,379.75
2025-03-28,Tatlı,Dondurma,58.77,5,Online,Ankara,293.85
2024-12-21,Yemek,Salata,111.07,1,Mağaza,İzmir,111.07
2025-07-02,Atıştırmalık,Tost,56.88,5,Online,İzmir,284.4
2025-07-08,Yemek,Burger,122.27,3,Mağaza,İzmir,366.81
2025-04-16,Yemek,Burger,139.89,2,Mağaza,İstanbul,279.78
2024-12-26,Atıştırmalık,Muffin,33.99,2,Mağaza,İzmir,67.98
2024-12-09,Atıştırmalık,Sandviç,76.54,5,Mağaza,İstanbul,382.7
2024-12-15,Tatlı,Tiramisu,107.38,6,Mağaza,İstanbul,644.28
2024-12-10,Yemek,Makarna,140.34,4,Mağaza,İstanbul,561.36
2025-07-04,Yemek,Pizza,204.54,5,Mağaza,Ankara,1022.7
2025-04-01,Atıştırmalık,Muffin,41.98,6,Mağaza,İzmir,251.88
2025-03-31,İçecek,Limonata,39.74,2,Mağaza,İstanbul,79.48
2025-04-04,Atıştırmalık,Sandviç,71.43,1,Mağaza,İstanbul,71.43
2025-05-19,Yemek,Burger,125.94,6,Mağaza,Ankara,755.64
2025-02-10,Atıştırmalık,Muffin,42.96,4,Online,Antalya,171.84
2025-05-01,Tatlı,Dondurma,66.63,5,Mağaza,Ankara,333.15
2025-06-26,İçecek,Çay,22.19,2,Online,İzmir,44.38
2025-01-18,Atıştırmalık,Kurabiye,31.74,6,Mağaza,Ankara,190.44
2025-05-03,Tatlı,Cheesecake,98.56,2,Mağaza,İzmir,197.12
2025-03-01,Yemek,Pizza,153.8,6,Mağaza,Antalya,922.8
2025-01-06,Atıştırmalık,Sandviç,75.21,3,Mağaza,Ankara,225.63
2025-02-06,Yemek,Burger,122.84,3,Online,İstanbul,368.52
2025-01-19,Tatlı,Cheesecake,88.15,3,Mağaza,Bursa,264.45
2025-05-01,Yemek,Pizza,182.78,4,Mağaza,Antalya,731.12
2024-12-19,Tatlı,Dondurma,59.13,4,Mağaza,İstanbul,236.52
2025-03-10,Tatlı,Dondurma,51.28,6,Mağaza,Ankara,307.68
2025-01-29,Tatlı,Tiramisu,120.69,4,Online,İzmir,482.76
2025-05-16,Atıştırmalık,Muffin,42.32,2,Mağaza,Ankara,84.64
2025-06-20,Yemek,Burger,147.64,1,Online,İstanbul,147.64
2025-02-27,Yemek,Salata,121.48,6,Mağaza,İzmir,728.88
2025-04-25,İçecek,Çay,22.76,1,Mağaza,İstanbul,22.76
2025-04-26,İçecek,Limonata,31.01,3,Mağaza,İstanbul,93.03
2025-05-13,İçecek,Kahve,48.21,2,Mağaza,Antalya,96.42
2025-06-20,İçecek,Kahve,39.98,1,Online,Ankara,39.98
2025-07-13,Yemek,Pizza,173.62,5,Mağaza,Bursa,868.1
2025-06-01,Tatlı,Tiramisu,112.82,6,Mağaza,İzmir,676.92
2025-07-30,Tatlı,Tiramisu,117.82,6,Online,İzmir,706.92
2025-02-07,Atıştırmalık,Tost,51.07,3,Mağaza,İzmir,153.21
2025-05-24,Tatlı,Cheesecake,88.18,2,Mağaza,İstanbul,176.36
2025-01-18,Yemek,Makarna,131.49,5,Mağaza,Ankara,657.45
2025-07-15,Yemek,Makarna,131.28,2,Mağaza,Ankara,262.56
2025-03-18,Yemek,Salata,124.95,6,Mağaza,Ankara,749.7
2025-07-14,Atıştırmalık,Tost,56.47,1,Mağaza,İstanbul,56.47
2025-05-10,İçecek,Limonata,35.43,1,Online,İstanbul,35.43
2025-03-29,Tatlı,Tiramisu,99.76,5,Mağaza,İstanbul,498.8
2025-04-28,Yemek,Salata,108.73,2,Online,Ankara,217.46
2025-06-27,Yemek,Salata,122.76,3,Mağaza,Antalya,368.28
2025-04-29,İçecek,Çay,21.11,2,Mağaza,Antalya,42.22
2025-05-25,Yemek,Pizza,159.5,6,Online,İstanbul,957.0
2025-01-06,Tatlı,Cheesecake,84.25,1,Online,İstanbul,84.25
2025-04-22,Atıştırmalık,Sandviç,71.37,4,Mağaza,İstanbul,285.48
2025-05-12,Yemek,Burger,130.34,5,Mağaza,İstanbul,651.7
2025-07-08,Tatlı,Cheesecake,91.93,6,Online,İzmir,551.58
2025-06-17,Yemek,Salata,116.43,3,Online,Bursa,349.29
2025-05-09,İçecek,Limonata,31.62,1,Online,İstanbul,31.62
2024-12-11,Yemek,Burger,119.06,1,Mağaza,İstanbul,119.06
2025-04-17,Yemek,Makarna,143.77,3,Mağaza,İstanbul,431.31
2025-06-19,Atıştırmalık,Sandviç,74.52,5,Mağaza,İstanbul,372.6
2025-02-16,İçecek,Soğuk Kahve,58.14,3,Online,İzmir,174.42
2025-02-15,İçecek,Çay,20.28,1,Mağaza,Ankara,20.28
2025-06-03,Atıştırmalık,Muffin,40.29,1,Mağaza,İzmir,40.29
2025-05-02,Yemek,Salata,135.68,5,Online,Ankara,678.4
2024-12-02,Tatlı,Cheesecake,99.72,5,Mağaza,İstanbul,498.6
2025-02-02,İçecek,Limonata,32.53,2,Online,İstanbul,65.06
2025-01-04,İçecek,Soğuk Kahve,56.16,3,Mağaza,İstanbul,168.48
2024-12-07,Yemek,Pizza,176.89,1,Mağaza,İzmir,176.89
2025-02-23,Yemek,Pizza,183.05,5,Mağaza,İzmir,915.25
2025-04-25,İçecek,Limonata,35.18,3,Mağaza,İzmir,105.54
2025-02-05,Yemek,Burger,155.07,2,Mağaza,İstanbul,310.14
2025-01-11,Tatlı,Dondurma,62.73,4,Mağaza,İzmir,250.92
2025-03-28,İçecek,Çay,18.13,2,Mağaza,İstanbul,36.26
2025-04-04,Tatlı,Cheesecake,82.55,5,Online,İstanbul,412.75
2025-05-16,Tatlı,Dondurma,58.64,3,Mağaza,İstanbul,175.92
2025-05-18,Yemek,Makarna,111.11,2,Mağaza,Ankara,222.22
2025-07-29,Tatlı,Cheesecake,89.82,4,Mağaza,İzmir,359.28
2025-06-21,Yemek,Burger,134.46,4,Mağaza,İzmir,537.84
2025-07-19,Atıştırmalık,Kurabiye,28.88,2,Online,İstanbul,57.76
2024-12-24,Yemek,Burger,160.13,4,Mağaza,İstanbul,640.52
2025-06-06,Tatlı,Dondurma,56.47,5,Mağaza,İstanbul,282.35
2025-01-15,Atıştırmalık,Tost,55.77,4,Online,İstanbul,223.08
